name,utilisation,date_authorisation,composition,group_generic
"TADALAFIL EVOLUGEN PHARMA 10 mg, comprimé pelliculé ","TADALAFIL EVOLUGEN PHARMA est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL EVOLUGEN PHARMA améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL EVOLUGEN PHARMA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL EVOLUGEN PHARMA agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EVOLUGEN PHARMA ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL EVOLUGEN PHARMA n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",06/02/2023,['tadalafil'],"TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé"
"TADALAFIL EVOLUGEN 5 mg, comprimé pelliculé ","TADALAFIL EVOLUGEN contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. TADALAFIL EVOLUGEN 5 mg, comprimé pelliculé est indiqué chez l’homme adulte ayant :",29/06/2017,['tadalafil'],"TADALAFIL 5 mg - CIALIS 5 mg, comprimé pelliculé"
"TADALAFIL EVOLUGEN 20 mg, comprimé pelliculé ","TADALAFIL EVOLUGEN est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL EVOLUGEN améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL EVOLUGEN contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL EVOLUGEN agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EVOLUGEN ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL EVOLUGEN n’agit pas s'il n’y a pas de stimulation sexuelle. Vou et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",29/06/2017,['tadalafil'],"TADALAFIL 20 mg - CIALIS 20 mg, comprimé pelliculé"
"TADALAFIL EVOLUGEN 10 mg, comprimé pelliculé ","TADALAFIL EVOLUGEN est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL EVOLUGEN améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL EVOLUGEN contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL EVOLUGEN agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EVOLUGEN ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL EVOLUGEN n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",29/06/2017,['tadalafil'],"TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé"
"TADALAFIL EG LABO 5 mg, comprimé pelliculé ","TADALAFIL EG LABO contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. ",19/05/2020,['tadalafil'],"TADALAFIL 5 mg - CIALIS 5 mg, comprimé pelliculé"
"TADALAFIL EG LABO 20 mg, comprimé pelliculé sécable ","Classe pharmacothérapeutique : Médicaments urologiques, Médicaments utilisés dans les troubles de l’érection , code ATC : G04BE08 . TADALAFIL EG LABO est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL EG LABO améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL EG LABO contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5 A la suite d’une stimulation sexuelle, TADALAFIL EG LABO agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EG LABO ne vous aidera pas si vous ne présentez pas de troubles de l’érection. Il est important de savoir que TADALAFIL EG LABO n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre trouble de l’érection.",19/05/2020,['tadalafil'],"TADALAFIL 20 mg - CIALIS 20 mg, comprimé pelliculé"
"TADALAFIL EG LABO 10 mg, comprimé pelliculé sécable ","TADALAFIL EG LABO contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5 . A la suite d’une stimulation sexuelle, TADALAFIL EG LABO agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EG LABO ne vous aidera pas si vous ne présentez pas de troubles de l’érection. Il est important de savoir que TADALAFIL EG LABO n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre trouble de l’érection.",19/05/2020,['tadalafil'],"TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé"
"TADALAFIL EG 5 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : G04BE08 TADALAFIL EG contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. TADALAFIL EG 5 mg est indiqué chez les hommes adultes dans le traitement :",04/07/2017,['tadalafil'],
"TADALAFIL EG 20 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : G04BE08 TADALAFIL EG 20 mg est indiqué chez les hommes adultes dans le traitement des troubles de l’érection, c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été démontré que le tadalafil améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL EG contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL EG agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EG ne vous aidera pas si vous ne présentez pas de troubles de l’érection. Il est important de savoir que TADALAFIL EG n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour vos troubles de l’érection.",04/07/2017,['tadalafil'],
"TADALAFIL EG 10 mg, comprimé pelliculé ","Classe pharmacothérapeutique - code ATC : G04BE08 TADALAFIL EG 10 mg est indiqué chez les hommes adultes dans le traitement des troubles de l’érection, c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été démontré que le tadalafil améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL EG contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL EG agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL EG ne vous aidera pas si vous ne présentez pas de troubles de l’érection. Il est important de savoir que TADALAFIL EG n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour vos troubles de l’érection.",04/07/2017,['tadalafil'],
"TADALAFIL CRISTERS PHARMA 5 mg, comprimé pelliculé ","TADALAFIL CRISTERS PHARMA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. TADALAFIL CRISTERS PHARMA 5 mg est indiqué chez l’homme adulte ayant :",31/10/2019,['tadalafil'],"TADALAFIL 5 mg - CIALIS 5 mg, comprimé pelliculé"
"TADALAFIL CRISTERS PHARMA 20 mg, comprimé pelliculé ","TADALAFIL CRISTERS PHARMA est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL CRISTERS PHARMA améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL CRISTERS PHARMA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL CRISTERS PHARMA agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL CRISTERS PHARMA ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL CRISTERS PHARMA n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",31/10/2019,['tadalafil'],"TADALAFIL 20 mg - CIALIS 20 mg, comprimé pelliculé"
"TADALAFIL CRISTERS PHARMA 10 mg, comprimé pelliculé ","TADALAFIL CRISTERS PHARMA est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL CRISTERS PHARMA améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL CRISTERS PHARMA contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5. A la suite d’une stimulation sexuelle, TADALAFIL CRISTERS PHARMA agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL CRISTERS PHARMA ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL CRISTERS PHARMA n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",31/10/2019,['tadalafil'],"TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé"
"TADALAFIL CRISTERS LAB 5 mg, comprimé pelliculé ","TADALAFIL CRISTERS LAB contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5 (PDE5). TADALAFIL CRISTERS LAB 5 mg est indiqué chez l’homme adulte ayant : ",30/03/2018,['tadalafil'],"TADALAFIL 5 mg - CIALIS 5 mg, comprimé pelliculé"
"TADALAFIL CRISTERS LAB 20 mg, comprimé pelliculé ","TADALAFIL CRISTERS LAB est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL CRISTERS LAB améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL CRISTERS LAB contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5 (PDE5). A la suite d’une stimulation sexuelle, TADALAFIL CRISTERS LAB agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL CRISTERS LAB ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL CRISTERS LAB n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",30/03/2018,['tadalafil'],"TADALAFIL 20 mg - CIALIS 20 mg, comprimé pelliculé"
"TADALAFIL CRISTERS LAB 10 mg, comprimé pelliculé ","TADALAFIL CRISTERS LAB est un traitement pour les hommes adultes souffrant de dysfonction érectile ; c’est-à-dire quand un homme ne peut atteindre ou conserver une érection suffisante pour une activité sexuelle. Il a été montré que TADALAFIL CRISTERS LAB améliorait significativement la capacité à obtenir une érection ferme du pénis nécessaire à une activité sexuelle. TADALAFIL CRISTERS LAB contient une substance active, le tadalafil, qui appartient à un groupe de médicaments appelés inhibiteurs de la phosphodiestérase de type 5 (PDE5). A la suite d’une stimulation sexuelle, TADALAFIL CRISTERS LAB agit en aidant la relaxation des vaisseaux sanguins de votre pénis, favorisant ainsi l’afflux sanguin. Il en résulte une amélioration de l’érection. TADALAFIL CRISTERS LAB ne vous aidera pas si vous n’avez pas de problème d’érection. Il est important de savoir que TADALAFIL CRISTERS LAB n’agit pas s'il n’y a pas de stimulation sexuelle. Vous et votre partenaire devrez engager les préliminaires comme vous le feriez si vous ne preniez pas de médicament pour votre problème d’érection.",30/03/2018,['tadalafil'],"TADALAFIL 10 mg - CIALIS 10 mg, comprimé pelliculé"
